mae,mse,rmse,mean_relative_error,max_relative_error,r2,pearson_r,pearson_p,spearman_r,spearman_p,major_contributor_correct,rank_accuracy,threshold_1pct,threshold_5pct,threshold_10pct,uniformity_bias,entropy_difference,n_contributors,sample
0.0369074692651989,0.0015535017233033299,0.03941448621133263,0.18453733709912767,0.2568784184995834,0.0,,,,,False,0.0,0.0,0.8,1.0,0.0369074692651989,0.01984263359614924,5,A05_RD14-0003-30_31_32_33_34-1;1;1;1;1-M3I22-0.315IP-Q1.3_001.5sec.fsa
0.04757718158239675,0.0030662740713219,0.055373947586585336,0.31718117587083683,0.49460350480520615,0.9632047111441372,0.9995595669397792,0.00044043306022079065,0.7745966692414834,0.22540333075851657,True,0.7745966692414834,0.0,0.75,1.0,-0.047577181582396766,0.18575755337767497,4,A05_RD14-0003-32_33_34_35-1;1;9;1-M2e-0.372IP-Q0.6_001.5sec.fsa
0.08305084745762722,0.0068974432634300665,0.08305084745762722,0.4613935549487386,0.8305083915254328,0.9568909796035621,1.0,1.0,0.9999999999999999,,True,0.9999999999999999,0.0,0.0,1.0,-0.08305084745762725,0.15090526604763033,2,A05_RD14-0003-42_43-1;9-M2d-0.31IP-Q0.8_001.5sec.fsa
0.00849056603773606,8.410466358135137e-05,0.009170859478879358,0.024764150147405798,0.03183962184551951,0.990538225347098,0.9960561077864803,0.056558837819328175,0.8660254037844387,0.3333333333333332,True,0.8660254037844387,0.6666666666666666,1.0,1.0,0.002830188679244894,0.003279374902579457,3,A05_RD14-0003-44_45_46-1;2;2-M2e-0.155IP-Q2.9_001.5sec.fsa
0.04075549380845136,0.002312869392869274,0.04809230076497977,0.12226647775735976,0.18339971663603988,0.0,,,,,False,0.0,0.3333333333333333,0.3333333333333333,1.0,0.04075549380845136,0.010387875829468651,3,A05_RD14-0003-46_47_48-1;1;1-M3I22-0.189IP-Q0.9_001.5sec.fsa
0.047708008504138325,0.003300087250243952,0.05744638587625815,0.32785446227712256,0.7644713187017299,0.8034506858310587,0.8964722014359485,0.039360222095765764,0.4472135954999579,0.45018485575210093,True,0.4472135954999579,0.0,0.6,1.0,-0.01573981241775406,0.031624271160400674,5,A05_RD14-0003-48_49_50_29_30-1;1;2;4;1-M2e-0.279IP-Q3.6_001.5sec.fsa
0.07020374893780712,0.008167114807689118,0.09037209086708749,0.5469231512636238,0.8735201915406677,0.8359882682062432,0.9957292800631379,0.00033481668188634815,0.8944271909999159,0.040519326353834,True,0.8944271909999159,0.2,0.2,0.8,-0.06987531778450382,0.3002541836267243,5,A06_RD14-0003-31_32_33_34_35-1;1;2;9;1-M3a-0.21IP-Q0.9_001.5sec.fsa
0.056828892700149444,0.0032668543784739055,0.057156402777588315,0.3551805491855875,0.6331989973471231,0.8548064720678265,0.9978566998021499,0.00214330019785014,0.8944271909999159,0.10557280900008414,False,0.8944271909999159,0.0,0.0,1.0,-0.05682889270014946,0.12123016865645031,4,A06_RD14-0003-33_34_35_36-1;4;4;1-M2c-0.63IP-Q0.8_001.5sec.fsa
0.013719649988724384,0.00030163781265596373,0.017367723300880968,0.09687857979313905,0.27439297782304983,0.9865938749930683,0.9935416843346776,0.000622431540069293,0.7071067811865475,0.18169011381620925,True,0.7071067811865475,0.2,1.0,1.0,-0.004292870874647345,0.00954588568054926,5,A06_RD14-0003-33_34_35_36_37-1;1;4;1;1-M3I15-0.248IP-Q0.9_001.5sec.fsa
0.014170180659406348,0.0002258980571079171,0.015029905425780865,0.14957410328968382,0.40385007206156753,0.9942660719723154,0.9999999289181245,0.00024003499488486324,0.8660254037844387,0.3333333333333332,True,0.8660254037844387,0.0,1.0,1.0,-0.01417018065940634,0.042653821433940475,3,A06_RD14-0003-47_48_49-1;9;9-M2c-0.589IP-Q1.1_001.5sec.fsa
0.0038077382432620543,1.63807037725081e-05,0.004047308213184177,0.01904695026736922,0.03426964213318021,0.9997051473320948,0.9998796449404321,0.009877150079889749,0.8660254037844387,0.3333333333333332,True,0.8660254037844387,1.0,1.0,1.0,-0.0016886569361681536,0.0033793716130984253,3,A06_RD14-0003-49_50_29-1;4;1-M3I15-0.186IP-Q0.9_001.5sec.fsa
0.043780760663334334,0.002640158579597349,0.051382473467101106,0.23299964809572968,0.537971767382878,0.8930735775263073,0.9691409398823801,0.15856585272586374,0.8660254037844387,0.3333333333333332,False,0.8660254037844387,0.3333333333333333,0.3333333333333333,1.0,-0.03984976413335824,0.06393055295965067,3,A07_RD14-0003-30_31_32-1;4;4-M3I15-0.567IP-Q1.1_001.5sec.fsa
0.07956115855993447,0.010567676950231836,0.10279920695332156,0.6237893777505805,1.5852414923833391,0.7877802579666557,0.9543600572434556,0.0116240049144652,0.6708203932499368,0.21516994256955005,True,0.6708203932499368,0.0,0.4,0.6,-0.07477216197496975,0.27865827751987204,5,A07_RD14-0003-31_32_33_34_35-1;1;2;9;1-M3d-0.21IP-Q1.8_001.5sec.fsa
0.04969620685940943,0.002660305988362744,0.05157815417754637,0.3106012664702015,0.6099289866099588,0.8817641782949892,0.9906604760682585,0.009339523931741534,0.8944271909999159,0.10557280900008414,False,0.8944271909999159,0.0,0.5,1.0,-0.04969620685940945,0.10836877715738913,4,A07_RD14-0003-33_34_35_36-1;4;4;1-M1e-0.63IP-Q1.2_001.5sec.fsa
0.0474221146056372,0.0038879915872887883,0.06235376161298361,0.39479108741857366,1.1202325723906124,0.6472007633756469,0.8106519087721695,0.09604809932451235,0.8660254037844386,0.05766888562243733,True,0.8660254037844386,0.4,0.6,0.8,-0.03399911166097737,0.08732868546785766,5,A07_RD14-0003-35_36_37_38_39-1;4;4;4;1-M2I15-0.75IP-Q1.0_001.5sec.fsa
0.0773819303646561,0.00688137554297341,0.08295405682046786,0.677091810116817,1.7399903279579894,0.3755788859153757,0.7156568940935633,0.17403922600204663,0.8660254037844386,0.05766888562243733,True,0.8660254037844386,0.0,0.2,0.8,-0.07639664720014684,0.14168230238098412,5,A07_RD14-0003-35_36_37_38_39-1;4;4;4;1-M2U105-0.434IP-Q9.1_001.5sec.fsa
0.052572029583681255,0.0031147202614441975,0.05580967892260443,0.15771608401956125,0.2365741260293423,0.0,,,,,False,0.0,0.0,0.6666666666666666,1.0,0.052572029583681255,0.013555873966492715,3,A07_RD14-0003-46_47_48-1;1;1-M4d-0.045IP-Q0.6_001.5sec.fsa
0.04403748599167576,0.002394947195547816,0.04893819771454417,0.4648400494431571,1.255068112299819,0.939209504388009,0.9954036668593842,0.06106148434024393,0.8660254037844387,0.3333333333333332,False,0.8660254037844387,0.0,0.3333333333333333,1.0,-0.04403748599167576,0.11159756934367526,3,A07_RD14-0003-47_48_49-1;9;9-M1e-0.589IP-Q2.2_001.5sec.fsa
0.027500613390318323,0.00086723836756667,0.029448911143990876,0.09711750458829892,0.14096450658090617,0.9648768461135498,0.9870965304299194,0.10238031763171919,0.8660254037844387,0.3333333333333332,True,0.8660254037844387,0.0,1.0,1.0,0.01044181624205276,0.02548183986639596,3,A08_RD14-0003-30_31_32-1;4;4-M3I35-0.279IP-QLAND_001.5sec.fsa
0.0406164037458299,0.0020013143723038793,0.04473605226552606,0.3358142581489855,0.6559904618548326,0.8183992514020554,0.9412146061894853,0.016957857477203207,0.8660254037844386,0.05766888562243733,False,0.8660254037844386,0.2,0.8,1.0,-0.036887025505531426,0.09212398812591038,5,A08_RD14-0003-35_36_37_38_39-1;4;4;4;1-M3I35-0.434IP-QLAND_001.5sec.fsa
0.05060467098103982,0.0031904808288915733,0.05648434144868446,0.815297261497103,2.8463864680034323,0.8253128660743612,0.9644806886275055,0.007992877782579956,0.8660254037844386,0.05766888562243733,True,0.8660254037844386,0.0,0.6,1.0,-0.05060467098103982,0.1787427474885801,5,A08_RD14-0003-36_37_38_39_40-1;9;9;9;1-M2a-0.5IP-Q0.7_001.5sec.fsa
0.028991805468791803,0.0013452596168649772,0.0366777809697503,0.32213111317601817,0.8540407163342627,0.9663685095783756,0.9914803523814203,0.008519647618579818,0.8944271909999159,0.10557280900008414,False,0.8944271909999159,0.25,0.75,1.0,-0.02899180546879182,0.10688360312523826,4,A08_RD14-0003-37_38_39_40-1;9;9;1-M2a-0.5IP-Q0.4_001.5sec.fsa
0.026014137943574562,0.0007626602482714365,0.02761630402989213,0.1289399334758267,0.2341272274445376,0.9862721155311142,0.9940270579962394,0.06961545641286056,0.8660254037844387,0.3333333333333332,True,0.8660254037844387,0.0,1.0,1.0,-0.012064394158399133,0.01921898773830122,3,A08_RD14-0003-49_50_29-1;4;1-M3a-0.186IP-Q0.5_001.5sec.fsa
0.05759303773051988,0.00356416159184723,0.05970059959369947,0.6617520717598467,1.570590855508186,0.804852871175552,0.9032668684968296,0.03558710559041353,0.8660254037844386,0.05766888562243733,True,0.8660254037844386,0.0,0.2,1.0,-0.036944586089458276,0.13433585653890368,5,A09_RD14-0003-36_37_38_39_40-1;9;9;9;1-M2d-0.5IP-Q1.6_001.5sec.fsa
0.06598273323144463,0.0064798436114898075,0.08049747580818797,0.571331849470555,1.6785370269499404,0.8380039097127548,0.9201341696171605,0.07986583038283945,0.8944271909999159,0.10557280900008414,False,0.8944271909999159,0.0,0.5,0.75,-0.04777916074173619,0.1376628010629095,4,A09_RD14-0003-37_38_39_40-1;9;9;1-M2d-0.5IP-Q0.7_001.5sec.fsa
0.044244350052544935,0.002237261032820828,0.04729969379204085,0.22656022402533885,0.3981991265809568,0.9597293014092251,0.9855905559285546,0.10820357551119432,0.8660254037844387,0.3333333333333332,True,0.8660254037844387,0.0,0.6666666666666666,1.0,0.01729149479106898,0.056435164202748855,3,A09_RD14-0003-49_50_29-1;4;1-M3e-0.186IP-Q1.6_001.5sec.fsa
0.02626566180441417,0.0010153851399022672,0.031865108502910626,0.14774433634738807,0.354586402446815,0.9588769018339581,0.9929176031398902,0.07581268955744618,0.8660254037844387,0.3333333333333332,False,0.8660254037844387,0.3333333333333333,1.0,1.0,-0.026265661804414156,0.046605729675221474,3,A10_RD14-0003-30_31_32-1;4;4-M2d-0.567IP-Q0.6_001.5sec.fsa
0.02093750771150423,0.0006429641692568288,0.025356738143081984,0.07627295671987439,0.12512571578386564,0.9356083291233162,0.9682839393444117,0.03171606065558841,0.7745966692414834,0.22540333075851657,False,0.7745966692414834,0.25,1.0,1.0,-0.0016873969652809323,0.00048190534506620253,4,A10_RD14-0003-48_49_50_29-1;4;4;4-M2a-0.5IP-Q0.4_001.5sec.fsa
0.05213223713221631,0.0039720709900273425,0.06302436822394449,0.3201059196628212,0.80360618339499,0.6022044460357803,0.777573526153589,0.222426473846411,0.7745966692414834,0.22540333075851657,False,0.7745966692414834,0.25,0.5,0.75,-0.009117514758991044,0.04399529933957447,4,A11_RD14-0003-48_49_50_29-1;4;4;4-M2d-0.5IP-Q0.7_001.5sec.fsa
0.04022140221402236,0.0016177611960621627,0.04022140221402236,0.22345221416336702,0.40221398191882524,0.9898889925246115,1.0,1.0,0.9999999999999999,,True,0.9999999999999999,0.0,1.0,1.0,-0.04022140221402237,0.08028221741293601,2,B02_RD14-0003-42_43-1;9-M1S10-0.75IP-Q1.2_002.5sec.fsa
0.03954323164071288,0.0026617208463015746,0.05159186802492787,0.18510111434029136,0.5269022622845898,0.9227115132036876,0.9763445726510211,0.023655427348978852,0.7745966692414834,0.22540333075851657,True,0.7745966692414834,0.5,0.5,1.0,-0.03493390315900835,0.07499656251579512,4,E03_RD14-0003-44_45_46_47-1;1;4;1-M2d-0.217IP-Q0.8_001.5sec.fsa
0.026025561869332352,0.0012449918602924813,0.03528444218479982,0.1186442856444538,0.3123067236935854,0.8207211721178826,0.9197368945013674,0.08026310549863247,0.8944271909999159,0.10557280900008414,True,0.8944271909999159,0.5,0.75,1.0,-0.02500605305210373,0.023686272348676596,4,E04_RD14-0003-36_37_38_39-1;2;2;1-M3a-0.186IP-Q0.7_001.5sec.fsa
0.037932665264804835,0.002447643466221349,0.049473664370262176,0.12356965411380842,0.22759598476094955,0.6475393408641257,0.8777517224672959,0.12224827753270406,0.8944271909999159,0.10557280900008414,True,0.8944271909999159,0.5,0.5,1.0,0.006514441741855517,0.02367279407676004,4,E05_RD14-0003-36_37_38_39-1;2;2;1-M2e-0.378IP-Q1.2_001.5sec.fsa
0.0973733995892574,0.013951026792867952,0.11811446479101513,0.36515022983705386,0.8593091173085268,0.748881517728377,0.917744044096827,0.260016961541014,0.8660254037844387,0.3333333333333332,True,0.8660254037844387,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.09737339958925743,0.13616784752615307,3,F03_RD14-0003-49_50_29-1;4;1-M3S30-0.09IP-Q2.9_002.5sec.fsa
0.04788165498276954,0.00259654812697458,0.05095633549397543,0.3598496496938829,0.8469595049922062,0.7643872995893437,0.8899951600376169,0.04306777583257068,0.8660254037844386,0.05766888562243733,True,0.8660254037844386,0.0,0.6,1.0,-0.036621694622070294,0.0847827329928923,5,H07_RD14-0003-35_36_37_38_39-1;4;4;4;1-M2I35-0.75IP-QLAND_004.5sec.fsa
